top_level_category,subcategory,taxonomy_path
retail,embroidery_and_crochet,"retail,shopping,arts_and_crafts,embroidery_and_crochet"
retail,ethical_grocery,"retail,shopping,grocery_store,ethical_grocery"
retail,eyewear_and_optician,"retail,shopping,eyewear_and_optician"
retail,fabric_store,"retail,shopping,arts_and_crafts,fabric_store"
retail,farmers_market,"retail,shopping,farmers_market"
retail,farming_equipment_store,"retail,shopping,farming_equipment_store"
retail,fashion,"retail,shopping,fashion"
retail,fashion_accessories_store,"retail,shopping,fashion,fashion_accessories_store"
retail,firework_retailer,"retail,shopping,firework_retailer"
retail,fishmonger,"retail,food,fishmonger"
retail,fitness_exercise_equipment,"retail,shopping,fitness_exercise_equipment"
retail,flatbread,"retail,food,bakery,flatbread"
retail,flea_market,"retail,shopping,flea_market"
retail,flooring_store,"retail,flooring_store"
retail,florist,"retail,shopping,flowers_and_gifts_shop,florist"
retail,flower_markets,"retail,shopping,flower_markets"
retail,flowers_and_gifts_shop,"retail,shopping,flowers_and_gifts_shop"
retail,food,"retail,food"
retail,food_delivery_service,"retail,food,food_delivery_service"
retail,food_stand,"retail,food,food_stand"
retail,food_truck,"retail,food,food_truck"
retail,forklift_dealer,"retail,shopping,farming_equipment_store,forklift_dealer"
retail,formal_wear_store,"retail,shopping,fashion,clothing_store,formal_wear_store"
retail,framing_store,"retail,shopping,arts_and_crafts,framing_store"
retail,friterie,"retail,food,friterie"
retail,frozen_foods,"retail,food,specialty_foods,frozen_foods"
retail,frozen_yoghurt_shop,"retail,food,ice_cream_and_frozen_yoghurt,frozen_yoghurt_shop"
retail,fruits_and_vegetables,"retail,food,fruits_and_vegetables"
retail,fur_clothing,"retail,shopping,fashion,clothing_store,fur_clothing"
retail,furniture_accessory_store,"retail,shopping,home_and_garden,furniture_accessory_store"
retail,furniture_store,"retail,shopping,home_and_garden,furniture_store"
retail,gelato,"retail,food,ice_cream_and_frozen_yoghurt,gelato"
retail,gemstone_and_mineral,"retail,shopping,gemstone_and_mineral"
retail,gift_shop,"retail,shopping,flowers_and_gifts_shop,gift_shop"
retail,gold_buyer,"retail,shopping,gold_buyer"
retail,golf_equipment,"retail,shopping,sporting_goods,golf_equipment"
retail,grilling_equipment,"retail,shopping,home_and_garden,grilling_equipment"
retail,grocery_store,"retail,shopping,grocery_store"
retail,guitar_store,"retail,shopping,guitar_store"
retail,gun_and_ammo,"retail,shopping,gun_and_ammo"
retail,hair_supply_stores,"retail,shopping,cosmetic_and_beauty_supplies,hair_supply_stores"
retail,handbag_stores,"retail,shopping,fashion,fashion_accessories_store,handbag_stores"
retail,handicraft_shop,"retail,shopping,arts_and_crafts,handicraft_shop"
retail,hardware_store,"retail,shopping,home_and_garden,hardware_store"
retail,hat_shop,"retail,shopping,fashion,hat_shop"
retail,health_food_store,"retail,food,health_food_store"
retail,health_market,"retail,health_market"
retail,hearing_aid_provider,"retail,hearing_aid_provider"
retail,hearing_aids,"retail,shopping,medical_supply,hearing_aids"
retail,herb_and_spice_shop,"retail,herb_and_spice_shop"
retail,herbal_shop,"retail,shopping,herbal_shop"
retail,hobby_shop,"retail,shopping,hobby_shop"
retail,hockey_equipment,"retail,shopping,sporting_goods,hockey_equipment"
retail,holiday_decor,"retail,shopping,home_and_garden,holiday_decor"
retail,home_and_garden,"retail,shopping,home_and_garden"
retail,home_decor,"retail,shopping,home_and_garden,home_decor"
retail,home_goods_store,"retail,shopping,home_and_garden,home_goods_store"
retail,home_improvement_store,"retail,shopping,home_and_garden,home_improvement_store"
retail,home_theater_systems_stores,"retail,shopping,home_theater_systems_stores"
retail,honey_farm_shop,"retail,honey_farm_shop"
retail,horse_equipment_shop,"retail,shopping,horse_equipment_shop"
retail,hot_tubs_and_pools,"retail,shopping,home_and_garden,hot_tubs_and_pools"
retail,hunting_and_fishing_supplies,"retail,shopping,sporting_goods,hunting_and_fishing_supplies"
retail,hydroponic_gardening,"retail,shopping,home_and_garden,nursery_and_gardening,hydroponic_gardening"
retail,ice_cream_and_frozen_yoghurt,"retail,food,ice_cream_and_frozen_yoghurt"
retail,ice_cream_shop,"retail,food,ice_cream_and_frozen_yoghurt,ice_cream_shop"
retail,imported_food,"retail,food,imported_food"
retail,indian_grocery_store,"retail,shopping,grocery_store,indian_grocery_store"
retail,indian_sweets_shop,"retail,food,specialty_foods,indian_sweets_shop"
retail,international_grocery_store,"retail,shopping,international_grocery_store"
retail,japanese_confectionery_shop,"retail,food,candy_store,japanese_confectionery_shop"
retail,japanese_grocery_store,"retail,shopping,grocery_store,japanese_grocery_store"
retail,jewelry_store,"retail,shopping,jewelry_store"
retail,kiosk,"retail,food,kiosk"
retail,kitchen_and_bath,"retail,shopping,home_and_garden,kitchen_and_bath"
retail,kitchen_supply_store,"retail,shopping,home_and_garden,kitchen_and_bath,kitchen_supply_store"
retail,knitting_supply,"retail,shopping,knitting_supply"
retail,korean_grocery_store,"retail,shopping,grocery_store,korean_grocery_store"
retail,kosher_grocery_store,"retail,shopping,grocery_store,kosher_grocery_store"
retail,lawn_mower_store,"retail,shopping,home_and_garden,lawn_mower_store"
retail,leather_goods,"retail,shopping,fashion,leather_goods"
retail,lighting_store,"retail,shopping,home_and_garden,lighting_store"
retail,linen,"retail,shopping,home_and_garden,linen"
retail,lingerie_store,"retail,shopping,fashion,clothing_store,lingerie_store"
retail,liquor_store,"retail,food,liquor_store"
retail,livestock_feed_and_supply_store,"retail,shopping,livestock_feed_and_supply_store"
retail,luggage_store,"retail,shopping,luggage_store"
retail,lumber_store,"retail,shopping,building_supply_store,lumber_store"
retail,macarons,"retail,food,specialty_foods,macarons"
retail,market_stall,"retail,shopping,market_stall"
retail,maternity_wear,"retail,shopping,fashion,clothing_store,maternity_wear"
retail,mattress_store,"retail,shopping,home_and_garden,mattress_store"
retail,meat_shop,"retail,meat_shop"
retail,medical_supply,"retail,shopping,medical_supply"
retail,mens_clothing_store,"retail,shopping,fashion,clothing_store,mens_clothing_store"
retail,mexican_grocery_store,"retail,shopping,grocery_store,mexican_grocery_store"
retail,military_surplus_store,"retail,shopping,military_surplus_store"
retail,mobile_phone_accessories,"retail,shopping,mobile_phone_accessories"
retail,mobile_phone_store,"retail,shopping,mobile_phone_store"
retail,mulled_wine,"retail,food,mulled_wine"
retail,music_and_dvd_store,"retail,shopping,books_mags_music_and_video,music_and_dvd_store"
retail,musical_instrument_store,"retail,shopping,musical_instrument_store"
retail,newspaper_and_magazines_store,"retail,shopping,books_mags_music_and_video,newspaper_and_magazines_store"
retail,night_market,"retail,shopping,night_market"
retail,nursery_and_gardening,"retail,shopping,home_and_garden,nursery_and_gardening"
retail,office_equipment,"retail,shopping,office_equipment"
retail,olive_oil,"retail,olive_oil"
retail,online_shop,"retail,shopping,online_shop"
retail,organic_grocery_store,"retail,shopping,grocery_store,organic_grocery_store"
retail,orthopedic_shoe_store,"retail,shopping,fashion,shoe_store,orthopedic_shoe_store"
retail,outdoor_furniture_store,"retail,shopping,home_and_garden,outdoor_furniture_store"
retail,outdoor_gear,"retail,shopping,sporting_goods,outdoor_gear"
retail,outlet_store,"retail,shopping,outlet_store"
retail,packing_supply,"retail,shopping,packing_supply"
retail,paint_store,"retail,shopping,home_and_garden,paint_store"
retail,paint_your_own_pottery,"retail,shopping,arts_and_crafts,paint_your_own_pottery"
retail,party_supply,"retail,party_supply"
retail,pasta_shop,"retail,food,specialty_foods,pasta_shop"
retail,patisserie_cake_shop,"retail,food,patisserie_cake_shop"
retail,pawn_shop,"retail,shopping,pawn_shop"
retail,pen_store,"retail,shopping,pen_store"
retail,perfume_store,"retail,shopping,perfume_store"
retail,personal_shopper,"retail,shopping,personal_shopper"
retail,pet_store,"retail,shopping,pet_store"
retail,pharmacy,"retail,pharmacy"
retail,photography_store_and_services,"retail,shopping,photography_store_and_services"
retail,piano_store,"retail,shopping,piano_store"
retail,pie_shop,"retail,food,pie_shop"
retail,pizza_delivery_service,"retail,food,food_delivery_service,pizza_delivery_service"
retail,playground_equipment_supplier,"retail,shopping,home_and_garden,playground_equipment_supplier"
retail,plus_size_clothing,"retail,shopping,fashion,plus_size_clothing"
retail,pool_and_billiards,"retail,shopping,pool_and_billiards"
retail,pop_up_shop,"retail,shopping,pop_up_shop"
retail,popcorn_shop,"retail,popcorn_shop"
retail,pretzels,"retail,food,pretzels"
retail,props,"retail,shopping,props"
retail,public_market,"retail,shopping,public_market"
retail,pumpkin_patch,"retail,shopping,home_and_garden,pumpkin_patch"
retail,religious_items,"retail,shopping,religious_items"
retail,rental_kiosks,"retail,shopping,rental_kiosks"
retail,reptile_shop,"retail,shopping,pet_store,reptile_shop"
retail,retail,retail
retail,rice_shop,"retail,shopping,grocery_store,rice_shop"
retail,rug_store,"retail,shopping,home_and_garden,rug_store"
retail,russian_grocery_store,"retail,shopping,grocery_store,russian_grocery_store"
retail,safe_store,"retail,shopping,safe_store"
retail,safety_equipment,"retail,shopping,safety_equipment"
retail,sandwich_shop,"retail,food,sandwich_shop"
retail,saree_shop,"retail,shopping,fashion,saree_shop"
retail,seafood_market,"retail,seafood_market"
retail,shaved_ice_shop,"retail,food,ice_cream_and_frozen_yoghurt,shaved_ice_shop"
retail,shaved_snow_shop,"retail,food,ice_cream_and_frozen_yoghurt,shaved_snow_shop"
retail,shoe_store,"retail,shopping,fashion,shoe_store"
retail,shopping,"retail,shopping"
retail,shopping_center,"retail,shopping,shopping_center"
retail,shopping_passage,"retail,shopping,shopping_passage"
retail,skate_shop,"retail,shopping,sporting_goods,skate_shop"
retail,ski_and_snowboard_shop,"retail,shopping,sporting_goods,ski_and_snowboard_shop"
retail,sleepwear,"retail,shopping,fashion,sleepwear"
retail,smokehouse,"retail,food,smokehouse"
retail,souvenir_shop,"retail,shopping,souvenir_shop"
retail,specialty_foods,"retail,food,specialty_foods"
retail,specialty_grocery_store,"retail,shopping,grocery_store,specialty_grocery_store"
retail,spiritual_shop,"retail,shopping,spiritual_shop"
retail,sporting_goods,"retail,shopping,sporting_goods"
retail,sports_wear,"retail,shopping,sporting_goods,sports_wear"
retail,stocking,"retail,shopping,fashion,stocking"
retail,street_vendor,"retail,food,street_vendor"
retail,sunglasses_store,"retail,shopping,eyewear_and_optician,sunglasses_store"
retail,supermarket,"retail,shopping,supermarket"
retail,superstore,"retail,shopping,superstore"
retail,surf_shop,"retail,shopping,sporting_goods,surf_shop"
retail,swimwear_store,"retail,shopping,sporting_goods,swimwear_store"
retail,t_shirt_store,"retail,shopping,fashion,clothing_store,t_shirt_store"
retail,tabletop_games,"retail,shopping,tabletop_games"
retail,tableware_supplier,"retail,shopping,home_and_garden,tableware_supplier"
retail,thrift_store,"retail,shopping,thrift_store"
retail,tile_store,"retail,shopping,home_and_garden,tile_store"
retail,tire_repair_shop,"retail,tire_shop,tire_repair_shop"
retail,tire_shop,"retail,tire_shop"
retail,tobacco_shop,"retail,shopping,tobacco_shop"
retail,toy_store,"retail,shopping,toy_store"
retail,traditional_clothing,"retail,shopping,fashion,clothing_store,traditional_clothing"
retail,trophy_shop,"retail,shopping,trophy_shop"
retail,uniform_store,"retail,shopping,uniform_store"
retail,used_bookstore,"retail,shopping,used_bookstore"
retail,used_vintage_and_consignment,"retail,shopping,fashion,used_vintage_and_consignment"
retail,video_and_video_game_rentals,"retail,shopping,books_mags_music_and_video,video_and_video_game_rentals"
retail,video_game_store,"retail,shopping,books_mags_music_and_video,video_game_store"
retail,vinyl_record_store,"retail,shopping,books_mags_music_and_video,vinyl_record_store"
retail,vitamins_and_supplements,"retail,shopping,vitamins_and_supplements"
retail,wallpaper_store,"retail,shopping,home_and_garden,wallpaper_store"
retail,watch_store,"retail,shopping,watch_store"
retail,water_store,"retail,water_store"
retail,welding_supply_store,"retail,shopping,home_and_garden,hardware_store,welding_supply_store"
retail,wholesale_store,"retail,shopping,wholesale_store"
retail,wig_store,"retail,shopping,wig_store"
retail,window_treatment_store,"retail,shopping,home_and_garden,window_treatment_store"
retail,wine_tasting_room,"retail,food,winery,wine_tasting_room"
retail,winery,"retail,food,winery"
retail,womens_clothing_store,"retail,shopping,fashion,clothing_store,womens_clothing_store"
retail,woodworking_supply_store,"retail,shopping,home_and_garden,woodworking_supply_store"
structure_and_geography,bridge,"structure_and_geography,bridge"
structure_and_geography,canal,"structure_and_geography,canal"
structure_and_geography,dam,"structure_and_geography,dam"
structure_and_geography,desert,"structure_and_geography,desert"
structure_and_geography,forest,"structure_and_geography,forest"
structure_and_geography,geologic_formation,"structure_and_geography,geologic_formation"
structure_and_geography,island,"structure_and_geography,island"
structure_and_geography,mountain,"structure_and_geography,mountain"
structure_and_geography,natural_hot_springs,"structure_and_geography,natural_hot_springs"
structure_and_geography,nature_reserve,"structure_and_geography,nature_reserve"
structure_and_geography,pier,"structure_and_geography,pier"
structure_and_geography,public_plaza,"structure_and_geography,public_plaza"
structure_and_geography,quay,"structure_and_geography,quay"
structure_and_geography,river,"structure_and_geography,river"
structure_and_geography,skyscraper,"structure_and_geography,skyscraper"
structure_and_geography,structure_and_geography,structure_and_geography
structure_and_geography,tower,"structure_and_geography,tower"
structure_and_geography,weir,"structure_and_geography,weir"
travel,aerial_tours,"travel,tours,aerial_tours"
travel,agriturismo,"travel,agriturismo"
travel,airline_ticket_agency,"travel,airline_ticket_agency"
travel,airlines,"travel,transportation,airlines"
travel,airport,"travel,airport"
travel,airport_shuttles,"travel,transportation,airport_shuttles"
travel,airport_terminal,"travel,airport,airport_terminal"
travel,architectural_tours,"travel,tours,architectural_tours"
travel,art_tours,"travel,tours,art_tours"
travel,balloon_ports,"travel,airport,balloon_ports"
travel,beer_tours,"travel,tours,beer_tours"
travel,bicycle_sharing_location,"travel,transportation,bicycle_sharing_location"
travel,bike_parking,"travel,transportation,bike_parking"
travel,bike_sharing,"travel,transportation,bike_sharing"
travel,bike_tours,"travel,tours,bike_tours"
travel,boat_tours,"travel,tours,boat_tours"
travel,bus_service,"travel,transportation,bus_service"
travel,bus_station,"travel,transportation,bus_station"
travel,bus_ticket_agency,"travel,bus_ticket_agency"
travel,bus_tours,"travel,tours,bus_tours"
travel,cable_car_service,"travel,transportation,cable_car_service"
travel,cannabis_tour,"travel,tours,cannabis_tour"
travel,car_rental_agency,"travel,rental_service,car_rental_agency"
travel,car_sharing,"travel,transportation,car_sharing"
travel,coach_bus,"travel,transportation,coach_bus"
travel,country_house,"travel,country_house"
travel,domestic_airports,"travel,airport,domestic_airports"
travel,ferry_service,"travel,transportation,ferry_service"
travel,food_tours,"travel,tours,food_tours"
travel,gliderports,"travel,airport,gliderports"
travel,heliports,"travel,airport,heliports"
travel,historical_tours,"travel,tours,historical_tours"
travel,houseboat,"travel,houseboat"
travel,light_rail_and_subway_stations,"travel,transportation,light_rail_and_subway_stations"
travel,limo_services,"travel,transportation,limo_services"
travel,luggage_storage,"travel,travel_services,luggage_storage"
travel,major_airports,"travel,airport,major_airports"
travel,metro_station,"travel,transportation,metro_station"
travel,motorcycle_parking,"travel,transportation,motorcycle_parking"
travel,motorcycle_rentals,"travel,rental_service,motorcycle_rentals"
travel,park_and_rides,"travel,transportation,park_and_rides"
travel,parking,"travel,transportation,parking"
travel,passport_and_visa_services,"travel,travel_services,passport_and_visa_services"
travel,pedicab_service,"travel,transportation,pedicab_service"
travel,private_jet_charters,"travel,transportation,private_jet_charters"
travel,public_transportation,"travel,transportation,public_transportation"
travel,railway_ticket_agent,"travel,railway_ticket_agent"
travel,rental_service,"travel,rental_service"
travel,rest_areas,"travel,road_structures_and_services,rest_areas"
travel,rest_stop,"travel,rest_stop"
travel,ride_sharing,"travel,transportation,ride_sharing"
travel,road_structures_and_services,"travel,road_structures_and_services"
travel,rv_rentals,"travel,rental_service,rv_rentals"
travel,ryokan,"travel,ryokan"
travel,scooter_tours,"travel,tours,scooter_tours"
travel,seaplane_bases,"travel,airport,seaplane_bases"
travel,self_catering_accommodation,"travel,self_catering_accommodation"
travel,sightseeing_tour_agency,"travel,travel_services,travel_agents,sightseeing_tour_agency"
travel,ski_resort,"travel,ski_resort"
travel,taxi_rank,"travel,transportation,taxi_rank"
travel,taxi_service,"travel,transportation,taxi_service"
travel,toll_stations,"travel,road_structures_and_services,toll_stations"
travel,tours,"travel,tours"
travel,town_car_service,"travel,transportation,town_car_service"
travel,trailer_rentals,"travel,rental_service,trailer_rentals"
travel,train_station,"travel,transportation,trains,train_station"
travel,trains,"travel,transportation,trains"
travel,transport_interchange,"travel,transportation,transport_interchange"
travel,transportation,"travel,transportation"
travel,travel,travel
travel,travel_agents,"travel,travel_services,travel_agents"
travel,travel_services,"travel,travel_services"
travel,truck_rentals,"travel,rental_service,truck_rentals"
travel,ultralight_airports,"travel,airport,ultralight_airports"
travel,vacation_rental_agents,"travel,vacation_rental_agents"
travel,visa_agent,"travel,travel_services,passport_and_visa_services,visa_agent"
travel,visitor_center,"travel,travel_services,visitor_center"
travel,walking_tours,"travel,tours,walking_tours"
travel,water_taxi,"travel,transportation,water_taxi"
travel,whale_watching_tours,"travel,tours,whale_watching_tours"
travel,wine_tours,"travel,tours,wine_tours"
